n,text,label
1847,Certidão de Cartório Expedida Certidão - decurso eventual manifestação - arquivo,H:Arquivado
1848,Arquivado Provisoriamente ARQUIVO PROV. 06/02,H:Suspenso
1849,Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato,H:Ativo
1850,"Recebidos os Autos do Advogado RUA SENADOR PAULO EGIDIO, 72 ( FONE: 3113-0101 ) CONTROLE 2443/15 1º,2º,3º Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública",H:Ativo
1851,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
1852,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
1853,Guia Juntada,H:Ativo
1854,Recebidos os Autos do Ministério Público Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Ativo
1855,Trânsito em Julgado às partes Certifico e dou fé que a r. sentença de fl. 277 transitou em julgado em 06 de Julho de 2015.,H:Arquivado
1856,Arquivado Definitivamente,H:Arquivado
1857,Trânsito em Julgado às partes - com Baixa TJ 22/04/15,H:Arquivado
1858,Baixa Definitiva,H:Arquivado
1859,Arquivado Definitivamente,H:Arquivado
1860,SAP - Alvará de Soltura Cumprido Juntado Nº Protocolo: WMRS.19.70012242-5 Tipo da Petição: SAP - Alvará de Soltura Cumprido Data: 28/03/2019 12:50,H:Ativo
1861,Serventuário Arquivo Agosto,H:Suspenso
1862,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
1863,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
1864,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
1865,Comprovante de Depósito Juntado AUTOS 2324/18 FLS. 903/912,H:Ativo
1866,"Arquivado Definitivamente 924,II",H:Arquivado
1867,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
1868,Baixa Definitiva,H:Arquivado
1869,Arquivado Definitivamente,H:Arquivado
1870,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Devolvido ao arquivo geral,H:Arquivado
1871,Tema SO958 - Banco - Tarifas - Avaliação Bem Registro Contrato Serviços Terceiros,H:Ativo
1872,Apensamento Apensado ao Processo 0071328-67.2007.8.26.0576 Incidente - 1 em 15/03/2013. Res. 65. Implantação da Resolução 65 - Numeração Única,H:Arquivado
1873,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1496Maço recebido pelo arquivo em:31/08/2018Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
1874,Ofício Expedido Ofício - Aditamento de Guia de Recolhimento - Crime,H:Ativo
1875,Início da Execução Juntado 0001666-18.2016.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
1876,Arquivado Definitivamente,H:Arquivado
1877,Suspensão do Prazo Prazo referente ao usuário foi alterado para 11/04/2019 devido à alteração da tabela de feriados,H:Ativo
1878,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Outros Feitos não Especificados - Número: 80003 - Protocolo: FBTU18000330278,H:Ativo
1879,Recebido pelo Distribuidor (movimentação exclusiva do distribuidor),H:Ativo
1880,Suspensão do Prazo Prazo referente ao usuário foi alterado para 28/02/2019 devido à alteração da tabela de feriados,H:Ativo
1881,Disponibilização no Diário da Justiça Eletrônico,H:Ativo
1882,Arquivado Definitivamente,H:Arquivado
1883,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
1884,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Arquivado
1885,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
1886,Arquivado Definitivamente,H:Arquivado
1887,Certidão de Trânsito em Julgado com Baixa Expedida trânsito: 31/03/2015,H:Arquivado
1888,Autos no Prazo,H:Ativo
1889,Remetidos os Autos à Minuta AG. MINUTA - 14/03,H:Ativo
1890,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Ativo
1891,Arquivado Definitivamente PROCESSO ARQUIVADO NA CAIXA 4701/2015 - EM 02/07/2015,H:Arquivado
1892,Arquivado Definitivamente,H:Arquivado
1893,"Certidão de Cartório Expedida Certifico e dou fé que a r. sentença de fls. 196 transitou em julgado em 18/09/2017; assim, procedi, nesta data, à extinção dos autos no Sistema Informatizado do Tribunal de Justiça de São Paulo, e, consequentemente, remeto o feito ao arquivo.",H:Arquivado
1894,Arquivado Definitivamente PACOTE 2017/4622,H:Arquivado
1895,Petição Juntada Nº Protocolo: WBRE.19.70046032-0 Tipo da Petição: Petição Intermediária Data: 01/04/2019 15:54,H:Suspenso
1896,Trânsito em Julgado às partes - Proc. em Andamento Certifico e dou fé que a r. sentença de fls. 237 transitou em julgado em 08/04/2016,H:Ativo
1897,Conclusos para Despacho,H:Ativo
1898,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
1899,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:4634Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
1900,Autos no Prazo PRAZO 04/06/2019,H:Ativo
1901,Arquivado Definitivamente,H:Arquivado
1902,"Arquivado Definitivamente 924,II",H:Arquivado
1903,Autos no Prazo p25,H:Ativo
1904,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
1905,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:2490Maço recebido pelo arquivo em:29/03/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
1906,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80022 - Protocolo: FFPA19000427154,H:Ativo
1907,Certidão de Publicação Expedida Relação :0085/2017 Data da Disponibilização: 21/11/2017 Data da Publicação: 22/11/2017 Número do Diário: 2472 Página: 505/506,H:Ativo
1908,Baixa Definitiva,H:Arquivado
1909,Início da Execução Juntado 0013900-95.2017.8.26.0053 - Cumprimento de sentença,H:Ativo
1910,Certidão de Publicação Expedida Relação :0129/2018 Data da Disponibilização: 20/02/2018 Data da Publicação: 21/02/2018 Número do Diário: 2519 Página: 1579/1583,H:Ativo
1911,Certidão de Publicação Expedida Relação :0145/2019 Data da Disponibilização: 29/03/2019 Data da Publicação: 01/04/2019 Número do Diário: 2778 Página: 1924-1927,H:Ativo
1912,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
1913,Petição Juntada Nº Protocolo: WRPR.17.70204445-4 Tipo da Petição: Petições Diversas Data: 13/07/2017 09:55,H:Ativo
1914,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE 13318/19 (2 VOLS.),H:Arquivado
1915,Suspensão do Prazo Prazo referente ao usuário foi alterado para 13/04/2020 devido à alteração da tabela de feriados,H:Ativo
1916,Arquivado Provisoriamente,H:Suspenso
1917,Decisão,H:Ativo
1918,Arquivado Definitivamente,H:Arquivado
1919,Certidão de Publicação Expedida Relação :0217/2017 Data da Disponibilização: 05/06/2017 Data da Publicação: 06/06/2017 Número do Diário: 2361 Página: 1121-1128,H:Ativo
1920,Arquivado Provisoriamente por falta de andamento no Arquivo Geral Pacote 10934/11-vols. 1 e 2; pacote 10926/11 - vol. 3 (retorno),H:Arquivado
1921,Autos no Prazo Ag. Prazo 24/05/2019 - Dec. 31/05/2019,H:Arquivado
1922,Conclusos para Despacho,H:Ativo
1923,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80015 - Protocolo: FFPA18002173548,H:Ativo
1924,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado 32ª Camara de Direito Privado Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
1925,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
1926,Arquivado Provisoriamente,H:Suspenso
1927,"Despacho Defiro. Anote-se. S.P., 06.11.2018 (Despacho proferido no Ofício 24/18, de CCP 1, deferindo o prazo de 30 dias úteis, requerido pela Contadoria).",H:Ativo
1928,"Certidão de Cartório Expedida Certifico e dou fé que, em cumprimento ao determinado às fls. 196 procedo as anotações no sistema e o ARQUIVAMENTO dos autos. Nada Mais.",H:Arquivado
1929,Certidão de Publicação Expedida Relação :0250/2018 Data da Disponibilização: 29/01/2019 Data da Publicação: 30/01/2019 Número do Diário: 2737 Página: 1537/1552,H:Arquivado
1930,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80006 - Protocolo: FFPA19000221752,H:Ativo
1931,Guia de Recolhimento Juntada,H:Arquivado
1932,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
1933,Recebidos Os Autos (Retorno Do Tst),H:Ativo
1934,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1340Maço recebido pelo arquivo em:10/08/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
1935,"Arquivado Definitivamente - Processo Findo com Condenação Expedida guia de recolhimento provisória à 2ª VEC de Araçatuba-SP em 22/06/15. Expedido ofício ao DEECRIM-2ª RAJ (aditamento da guia) e ofícios de comunicação em 27/09/17. Expedido certidão de dívida ativa à PGE e ofício ao DEECRIM-2ª RAJ, comunicando, em 29/05/18. Ao arquivo.",H:Arquivado
1936,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 9ª Vara de Fazenda Pública,H:Ativo
1937,Arquivado Definitivamente,H:Arquivado
1938,Arquivado Definitivamente,H:Arquivado
1939,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
1940,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva Carta Precatória devolvida p/ 9a. Vara Cível de Santana-SP em 01/12/16.,H:Arquivado
1941,Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.,H:Ativo
1942,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
1943,Suspensão do Prazo Prazo referente ao usuário foi alterado para 27/03/2019 devido à alteração da tabela de feriados,H:Ativo
1944,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público T.J.-Seção de Direito Publico em 25/04/14 Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
1945,Certidão de Publicação Expedida Relação :0780/2018 Data da Disponibilização: 08/11/2018 Data da Publicação: 09/11/2018 Número do Diário: 2696 Página: 2879,H:Ativo
1946,Arquivado Definitivamente,H:Arquivado
1947,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
1948,Autos Destruídos,H:Arquivado
1949,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
1950,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
1951,Arquivado Provisoriamente,H:Suspenso
1952,Ofício Juntado,H:Arquivado
1953,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal,H:Arquivado
1954,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados cx. 8515/2014,H:Suspenso
1955,Certidão de Cartório Expedida Certifico e dou fé que Anotei a extinção do processo no sistema SAJ; Procedi ao arquivamento dos autos.,H:Arquivado
1956,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
1957,Conclusos para Despacho,H:Ativo
1958,Início da Execução Juntado 0001687-91.2016.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
1959,"Arquivamento Provisório - Cumprimento de Sentença Digital 3,2,1 VOL + 3,2,1 AP - CX. 6446/2017",H:Arquivado
1960,Arquivado Definitivamente arquivado definitivamente,H:Arquivado
1961,Remetidos Os Autos Para Órgão Jurisdicional Competente Para Processar Recurso,H:Ativo
1962,Remetidos os Autos para o Superior Tribunal de Justiça - STJ,H:Ativo
1963,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
1964,Certidão de Publicação Expedida Relação :0054/2019 Data da Disponibilização: 28/02/2019 Data da Publicação: 01/03/2019 Número do Diário: 2759 Página: 3096/3115,H:Ativo
1965,Arquivado Definitivamente Extinto,H:Arquivado
1966,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
1967,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
1968,Trânsito em Julgado às partes - com Baixa,H:Arquivado
1969,Arquivado Definitivamente,H:Arquivado
1970,Decurso de Prazo Certidão - Decurso de prazo,H:Ativo
1971,Trânsito em Julgado às partes - Proc. em Andamento Certidão - Trânsito em Julgado,H:Arquivado
1972,Petição Juntada Juntada a petição diversa - Tipo: Petição em Mandado de Segurança Cível - Número: 80005 - Protocolo: FFPA18002350607,H:Ativo
1973,Suspensão do Prazo Prazo referente à movimentação foi alterado para 14/03/2019 devido à alteração da tabela de feriados,H:Ativo
1974,Baixa Definitiva,H:Ativo
1975,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 8ª Vara de Fazenda Pública,H:Ativo
1976,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico a tempestividade das contrarrazões de fls.297/305 e de fls.307/311.,H:Ativo
1977,AR Negativo Juntado - Não Procurado Juntada de AR : AR925600212TJ Situação : Não procurado Modelo : Processo Digital - Carta - Citação - Rito Comum - Sem Audiência - Cível - NOVO CPC Destinatário : Juliana Grego de Vasconcelos,H:Ativo
1978,"Ato ordinatório Nos termos do Comunicado SPI nº 21/2010, providencie o(a) advogado, Dra Bruna Gáleas Tineo, a impressão da certidão de honorários expedido(a). O documento deve ser visualizado e impresso através do portal www.tjsp.jus.br",H:Arquivado
1979,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª. Vara Cível,H:Ativo
1980,Certidão de Publicação Expedida Relação :0302/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1864/1874,H:Ativo
1981,Arquivado Definitivamente,H:Arquivado
1982,Audiência Instrução E Julgamento Designada (10/09/2014 08:00 - 2ª Vara Do Trabalho De Maceió),H:Ativo
1983,Arquivado Definitivamente,H:Arquivado
1984,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
1985,Arquivado Definitivamente,H:Arquivado
1986,Despacho,H:Ativo
1987,Arquivado Definitivamente RECALL-PACOTE 1614/2016,H:Arquivado
1988,Tipo do Movimento:Recebimento ,H:Ativo
1989,Arquivado Provisoriamente,H:Suspenso
1990,Arquivado Definitivamente,H:Arquivado
1991,Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:714/761,H:Arquivado
1992,Trânsito em Julgado às partes - Proc. em Andamento V. ACÓRDÃO 09/08/2015,H:Arquivado
1993,Arquivado Definitivamente,H:Arquivado
1994,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE 11980/15 (2 VOLS.),H:Arquivado
1995,Arquivado Definitivamente,H:Arquivado
1996,Trânsito em Julgado às partes - com Baixa,H:Arquivado
1997,Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.,H:Ativo
1998,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
1999,Trânsito em Julgado às partes - com Baixa,H:Arquivado
2000,Arquivado Definitivamente cx. 3024/2015,H:Arquivado
2001,Certidão de Publicação Expedida Relação :0552/2018 Data da Disponibilização: 04/05/2018 Data da Publicação: 07/05/2018 Número do Diário: 2568 Página: 2145/2146,H:Ativo
